Are you currently enrolled in college?,What is your cumulative GPA range?,What is the total income of your primary household?,"In the last month, how often have you been upset because of something that happened unexpectedly?","In the last month, how often have you felt that you were unable to control the important things in your life?","In the last month, how often have you felt nervous and stressed?","In the last month, how often have you felt confident about your ability to handle your personal problems?","In the last month, how often have you felt that things were going your way?","In the last month, how often have you found that you could not cope with all the things that you had to do?","In the last month, how often have you been able to control irritations in your life?","In the last month, how often have you felt that you were on top of things?","In the last month, how often have you been angered because of things that happened that were outside of your control?","In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",1. I tend to bounce back quickly after hard times,2. I have a hard time making it through stressful events,3. It does not take me long to recover from a stressful event.,4. It is hard for me to snap back when something bad happens.,5. I usually come through difficult times with little trouble.,6. I tend to take a long time to get over set-backs in my life.,"During the last 12 months, was there a time when, because of lack of money or other resources you were worried you would not have enough food to eat?","During the last 12 months, was there a time when, because of lack of money or other resources you were unable to eat healthy and nutritious food?","During the last 12 months, was there a time when, because of lack of money or other resources you ate only a few kinds of foods?","During the last 12 months, was there a time when, because of lack of money or other resources you had to skip a meal?","During the last 12 months, was there a time when, because of lack of money or other resources you ate less than you thought you should?","During the last 12 months, was there a time when, because of lack of money or other resources your household ran out of food?","During the last 12 months, was there a time when, because of lack of money or other resources you were hungry but did not eat?","During the last 12 months, was there a time when, because of lack of money or other resources you went without eating for a whole day?","On an average week, how many times do you consume whole grain products? (e.g., whole grain bread, whole grain cereal, brown rice or whole wheat pasta","On an average week, how many times do you consume dairy products?(e.g., milk, cheese, yogurt …etc.)","On an average week, how many times do you consume coffee or other sources of caffeine?(e.g., soda, tea, chocolate, energy drink …etc.)","On an average week, how many times do you consume fruits?","On an average week, how many times do you consume nuts, including flaxseed?","On an average week, how many times do you consume rice and/or pasta?","On an average week, how many times do you consume red meat, chicken, or turkey?","On an average week, how many times do you consume dark green leafy vegetables?(e.g., spinach, kale, lettuce …etc.)","On an average week, how many times do you consume beans?(e.g. black beans, black-eyed peas, lentils, lima beans, soy nuts …etc.)","On an average week, how many times do you consume fish and/or shellfish (including sardines and tuna)?","On an average week, how many times do you consume fast foods and/or pre-made or packaged food?","On average week, how many times do you take multivitamin supplements?","On average week, how many times do you take fish oil supplements?",K10_total,RS_total,GPA_factor,FIES_total,income_factor,Healthy_Score,Unhealthy_Score,The effects of stress are negative and should be avoided.,Experiencing stress facilitates my learning and growth.,Experiencing stress depletes my health and vitality.,Experiencing stress enhances my performance and productivity.,Experiencing stress inhibits my learning and growth.,Experiencing stress improves my health and vitality.,Experiencing stress debilitates my performance and productivity.,The effects of stress are positive and should be utilized.,Physical_Activity,BRS_Score,BRS_Score_Interpretation,SMM,SMM_Interpretation,activity_ordinal,Gender
Yes,3.4-3.69,"$40,000 to $49,999",4,5,5,3,4,4,2,3,4,4,3,4,3,3,3,3,0,0,1,1,0,0,0,0,3,3,5,4,3,2,4,5,4,3,1,0,0,38,19,3.4-3.69,2,"$40,000 to $49,999",22,6,3,3,3,3,3,3,3,3,6-7 times,19,Normal resilience,24,Stress-is-Enhancing Mindset,6,Female
Yes,2.7-2.99,"$70,000 to $79,999",3,3,3,3,3,4,4,3,2,2,5,3,3,2,4,2,0,0,0,0,0,0,0,0,1,4,3,0,1,4,3,0,1,2,3,0,0,30,19,2.7-2.99,0,"$70,000 to $79,999",8,6,3,3,0,2,1,1,2,1,1 time,19,Normal resilience,13,Neutral/Mixed Mindset,1,Male
Yes,3.7-4.0,"$250,000 or more",3,2,3,4,3,3,4,3,2,2,4,3,3,4,4,4,0,0,0,0,0,0,0,0,3,3,5,4,0,4,5,4,4,1,3,5,0,29,22,3.7-4.0,0,"$250,000 or more",19,8,2,3,1,3,1,1,1,3,3 times,22,High resilience,15,Neutral/Mixed Mindset,3,Female
Yes,3.7-4.0,"$100,000 to $149,999",4,4,5,3,4,3,4,3,3,4,3,2,3,3,2,4,0,0,0,0,0,0,0,0,5,3,3,3,1,3,4,2,1,0,1,5,0,37,17,3.7-4.0,0,"$100,000 to $149,999",14,4,3,3,1,4,3,1,1,3,6-7 times,17,Normal resilience,19,Neutral/Mixed Mindset,6,Female
Yes,3.7-4.0,"$100,000 to $149,999",4,4,5,3,4,3,4,3,3,4,3,2,3,3,2,4,0,0,0,0,0,0,0,0,5,3,3,3,1,3,4,2,1,0,1,5,0,37,17,3.7-4.0,0,"$100,000 to $149,999",14,4,3,3,1,4,3,1,1,3,6-7 times,17,Normal resilience,19,Neutral/Mixed Mindset,6,Female
Yes,3.7-4.0,"$100,000 to $149,999",2,2,3,5,4,2,3,3,2,2,4,4,5,5,4,5,0,0,0,0,1,0,0,0,5,5,1,5,2,3,5,4,1,1,4,0,0,28,27,3.7-4.0,1,"$100,000 to $149,999",21,5,3,2,3,3,2,1,3,2,6-7 times,27,High resilience,19,Neutral/Mixed Mindset,6,Male
Yes,3.7-4.0,"$100,000 to $149,999",4,4,5,3,4,3,4,3,3,4,3,2,3,3,2,4,0,0,0,0,0,0,0,0,5,3,3,3,1,3,4,2,1,0,1,5,0,37,17,3.7-4.0,0,"$100,000 to $149,999",14,4,3,3,1,4,3,1,1,3,6-7 times,17,Normal resilience,19,Neutral/Mixed Mindset,6,Female
Yes,3.0-3.39,"$150,000 to $249,999",5,3,5,4,4,2,3,3,4,2,4,2,3,4,4,2,0,0,0,0,0,0,0,0,5,5,5,5,2,1,5,3,1,2,2,5,0,35,19,3.0-3.39,0,"$150,000 to $249,999",21,7,3,3,1,3,3,1,3,2,6-7 times,19,Normal resilience,19,Neutral/Mixed Mindset,6,Female
Yes,3.4-3.69,"$30,000 to $39,999",4,3,4,3,3,3,3,3,4,3,3,3,2,4,2,4,0,0,0,0,0,0,0,0,3,5,5,2,0,1,5,1,0,0,1,5,0,33,18,3.4-3.69,0,"$30,000 to $39,999",11,6,2,3,2,2,2,1,1,2,4 times,18,Normal resilience,15,Neutral/Mixed Mindset,4,Female
Yes,3.0-3.39,"Less than $10,000",4,2,3,2,3,3,3,3,3,3,2,1,3,1,2,4,0,0,0,0,0,0,0,0,1,2,5,3,1,1,1,2,1,1,3,0,0,29,13,3.0-3.39,0,"Less than $10,000",10,8,0,0,3,1,1,1,3,3,None,13,Low resilience,12,Neutral/Mixed Mindset,0,Female
No,3.7-4.0,"$10,000 to $19,999",3,2,3,3,4,2,4,4,2,2,3,4,5,4,3,4,0,0,0,0,0,0,0,0,4,4,5,2,1,2,3,2,0,0,3,0,0,29,23,3.7-4.0,0,"$10,000 to $19,999",12,8,0,1,0,3,1,1,1,0,4 times,23,High resilience,7,Stress-is-Debilitating Mindset,4,Male
Yes,3.0-3.39,"$30,000 to $39,999",5,5,5,5,3,3,2,4,4,4,3,3,3,3,2,4,1,1,1,1,1,1,1,1,1,1,5,2,2,2,2,2,2,2,2,2,2,40,18,3.0-3.39,8,"$30,000 to $39,999",10,7,0,4,0,4,0,4,0,4,2 times,18,Normal resilience,16,Neutral/Mixed Mindset,2,Female
Yes,3.4-3.69,"$90,000 to $99,999",3,3,3,4,3,3,4,3,3,3,4,3,4,3,2,3,0,0,0,0,0,0,0,0,0,4,0,3,1,4,3,1,0,0,2,4,0,32,19,3.4-3.69,0,"$90,000 to $99,999",8,2,2,3,1,3,2,0,1,2,2 times,19,Normal resilience,14,Neutral/Mixed Mindset,2,Female
Yes,3.0-3.39,"$50,000 to $59,999",4,4,4,5,4,2,5,4,2,1,4,4,4,3,4,2,1,1,1,1,1,0,1,0,5,2,4,2,2,5,5,2,2,1,5,0,0,35,21,3.0-3.39,6,"$50,000 to $59,999",14,9,4,4,2,4,3,4,2,3,5 times,21,Normal resilience,26,Stress-is-Enhancing Mindset,5,Male
Yes,2.0-2.29,"$250,000 or more",4,4,5,3,2,3,3,3,4,4,4,1,2,3,2,3,0,0,1,0,1,0,0,1,1,3,5,5,4,3,4,3,0,2,1,0,0,35,15,2.0-2.29,3,"$250,000 or more",14,6,0,1,1,1,1,0,1,1,2 times,15,Normal resilience,6,Stress-is-Debilitating Mindset,2,Female
No,3.7-4.0,"$100,000 to $149,999",3,2,3,4,4,3,4,4,3,1,4,3,3,4,1,4,0,0,0,0,0,0,0,0,5,3,5,5,0,5,3,5,3,3,4,0,0,31,19,3.7-4.0,0,"$100,000 to $149,999",24,9,3,2,2,3,3,0,4,2,2 times,19,Normal resilience,19,Neutral/Mixed Mindset,2,Female
Yes,Not applicable,"$100,000 to $149,999",2,3,3,3,4,3,4,4,5,3,3,1,3,2,4,3,0,1,0,0,0,0,0,0,4,5,5,4,0,3,3,1,3,0,0,5,0,34,16,NA,1,"$100,000 to $149,999",17,5,2,3,3,0,4,2,3,0,1 time,16,Normal resilience,17,Neutral/Mixed Mindset,1,Female
Yes,3.0-3.39,"Less than $10,000",4,4,5,2,2,4,2,1,3,5,2,1,1,2,2,2,0,0,1,0,0,0,0,0,5,4,2,2,0,5,4,4,0,0,1,0,0,32,10,3.0-3.39,1,"Less than $10,000",15,3,1,0,0,2,2,0,1,2,3 times,10,Low resilience,8,Stress-is-Debilitating Mindset,3,Female
Yes,3.0-3.39,"$100,000 to $149,999",4,4,5,2,3,3,3,3,5,4,3,2,2,2,4,2,0,0,0,0,0,0,0,0,1,5,5,3,0,4,3,1,1,2,4,5,0,36,15,3.0-3.39,0,"$100,000 to $149,999",13,9,2,2,1,3,3,0,1,1,4 times,15,Normal resilience,13,Neutral/Mixed Mindset,4,Female
Yes,3.0-3.39,"$100,000 to $149,999",4,3,3,5,4,4,4,3,4,3,3,3,3,4,2,3,0.5,1,1,0.5,0,0,0,0,3,0,5,4,1,3,0,2,2,0,1,5,0,37,18,3.0-3.39,3,"$100,000 to $149,999",11,6,3,3,1,1,2,1,1,2,6-7 times,18,Normal resilience,14,Neutral/Mixed Mindset,6,Female
Yes,3.4-3.69,"$90,000 to $99,999",2,2,3,4,4,2,4,4,3,2,4,4,4,4,4,4,0,1,1,1,0.5,0,1,0,3,5,5,3,4,2,4,3,3,2,1,0,0,30,24,3.4-3.69,4.5,"$90,000 to $99,999",19,6,1,3,1,3,1,0,2,2,6-7 times,24,High resilience,13,Neutral/Mixed Mindset,6,Female
Yes,3.7-4.0,"$80,000 to $89,999",4,3,5,2,3,4,3,2,4,5,2,2,2,3,3,3,0,1,0,0,0,0,0,0,1,4,3,4,2,2,5,3,1,0,4,3,0,35,15,3.7-4.0,1,"$80,000 to $89,999",13,7,0,1,0,2,4,0,1,0,6-7 times,15,Normal resilience,8,Stress-is-Debilitating Mindset,6,Female
No,2.0-2.29,"$150,000 to $249,999",3,5,5,3,2,4,3,3,4,4,4,3,4,3,3,3,0,1,1,0,0,0,0,0,3,5,5,4,5,1,4,3,2,3,5,2,0,36,20,2.0-2.29,2,"$150,000 to $249,999",20,10,0,1,0,0,0,0,1,1,3 times,20,Normal resilience,3,Stress-is-Debilitating Mindset,3,Female
Yes,3.7-4.0,"$250,000 or more",2,4,4,5,3,2,3,4,3,1,5,4,3,3,3,3,0,0,0,0,0,0,0,0,3,5,3,5,0,2,2,5,4,1,2,5,5,31,21,3.7-4.0,0,"$250,000 or more",23,5,2,3,2,3,2,1,2,3,3 times,21,Normal resilience,18,Neutral/Mixed Mindset,3,Female
Yes,3.0-3.39,"$250,000 or more",4,4,5,2,3,4,3,2,4,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,3,5,5,3,2,3,1,4,0,0,2,0,0,34,16,3.0-3.39,0,"$250,000 or more",15,7,1,1,1,1,0,0,0,0,None,16,Normal resilience,4,Stress-is-Debilitating Mindset,0,Female
Yes,3.7-4.0,"$150,000 to $249,999",3,3,5,4,3,4,3,3,3,5,3,3,3,3,2,4,0,1,0,0,0,0,1,0,0,5,4,4,2,5,4,1,0,2,5,0,0,36,18,3.7-4.0,2,"$150,000 to $249,999",12,9,2,2,0,2,1,0,0,2,4 times,18,Normal resilience,9,Stress-is-Debilitating Mindset,4,Male
Yes,3.4-3.69,"$250,000 or more",4,3,4,2,2,3,3,2,3,4,3,2,2,3,2,3,0,0,0,0,0,0,0,0,0,3,5,3,1,2,2,1,0,0,3,0,0,30,15,3.4-3.69,0,"$250,000 or more",7,8,2,3,1,3,3,1,3,2,1 time,15,Normal resilience,18,Neutral/Mixed Mindset,1,Female
Yes,2.7-2.99,"Less than $10,000",4,4,4,4,4,4,4,4,4,3,5,1,5,1,5,1,1,1,1,1,0,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,39,18,2.7-2.99,7,"Less than $10,000",10,3,1,3,1,3,1,3,1,3,3 times,18,Normal resilience,16,Neutral/Mixed Mindset,3,Female
Yes,3.4-3.69,"Less than $10,000",2,3,2,5,4,1,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,0,0,0,4,4,1,3,2,2,2,2,2,2,2,2,2,25,30,3.4-3.69,0,"Less than $10,000",17,3,4,4,2,2,2,2,2,2,5 times,30,High resilience,20,Neutral/Mixed Mindset,5,Male
Yes,3.4-3.69,"$100,000 to $149,999",3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,0,0,0,0,0,0,0,0,3,3,2,2,2,3,2,2,2,3,2,2,2,30,19,3.4-3.69,0,"$100,000 to $149,999",15,4,2,2,1,2,1,0,0,1,4 times,19,Normal resilience,9,Stress-is-Debilitating Mindset,4,Female
Yes,3.4-3.69,"$90,000 to $99,999",3,3,5,3,3,3,3,3,3,3,4,2,3,2,4,2,0,0,0,0,0,0,0,0,4,2,2,3,3,4,4,4,4,5,4,5,5,32,17,3.4-3.69,0,"$90,000 to $99,999",22,6,2,2,2,2,2,2,2,2,4 times,17,Normal resilience,16,Neutral/Mixed Mindset,4,Male
Yes,3.4-3.69,"$80,000 to $89,999",3,5,5,3,3,5,3,3,4,3,4,3,4,3,2,3,0,1,1,1,1,0,1,1,4,5,5,3,4,5,0,3,5,0,4,0,0,37,19,3.4-3.69,6,"$80,000 to $89,999",20,9,1,3,0,3,1,1,0,2,None,19,Normal resilience,11,Neutral/Mixed Mindset,0,Female
Yes,3.4-3.69,"$10,000 to $19,999",3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,1,1,1,0.5,1,0,1,0,3,3,4,2,3,3,3,4,3,2,2,2,3,31,19,3.4-3.69,5.5,"$10,000 to $19,999",17,6,1,0,1,1,1,0,0,0,3 times,19,Normal resilience,4,Stress-is-Debilitating Mindset,3,Female
Yes,3.7-4.0,"$80,000 to $89,999",1,2,3,5,4,3,4,5,2,3,4,4,5,4,5,4,0,0,0,0,0,0,0,0,3,5,2,1,0,3,4,1,1,1,5,2,0,32,26,3.7-4.0,0,"$80,000 to $89,999",12,7,3,3,3,3,3,1,3,3,1 time,26,High resilience,22,Stress-is-Enhancing Mindset,1,Male
No,3.7-4.0,"$20,000 to $29,999",3,3,3,4,3,3,3,3,4,2,4,2,3,2,2,2,1,1,1,1,0.5,1,0,0,4,4,4,3,3,1,3,2,1,2,2,0,0,31,15,3.7-4.0,5.5,"$20,000 to $29,999",16,6,1,3,1,2,2,0,2,1,5 times,15,Normal resilience,12,Neutral/Mixed Mindset,5,Male
Yes,3.4-3.69,"$150,000 to $249,999",3,3,3,3,3,3,3,3,3,3,5,4,3,3,4,5,0,0,0,0,0,0,0,0,0,0,2,4,4,3,3,3,2,1,1,2,0,30,24,3.4-3.69,0,"$150,000 to $249,999",10,3,2,2,2,2,2,1,2,2,6-7 times,24,High resilience,15,Neutral/Mixed Mindset,6,Female
Yes,3.7-4.0,"$90,000 to $99,999",3,3,4,3,2,3,4,3,4,4,4,4,4,4,4,4,1,1,1,0,0,0,0,0,0,3,5,3,0,3,3,1,0,0,3,2,0,33,24,3.7-4.0,3,"$90,000 to $99,999",7,8,3,3,2,3,1,2,3,3,1 time,24,High resilience,20,Neutral/Mixed Mindset,1,Female
Yes,3.7-4.0,"$100,000 to $149,999",5,5,4,3,3,4,4,3,3,4,4,1,3,3,3,3,0,1,1,1,1,0,1,0,4,5,1,5,0,4,2,0,4,0,4,0,0,38,17,3.7-4.0,5,"$100,000 to $149,999",18,5,1,3,0,3,1,0,3,1,5 times,17,Normal resilience,12,Neutral/Mixed Mindset,5,Female
Yes,3.4-3.69,"$80,000 to $89,999",4,4,3,3,2,4,2,4,4,4,2,3,3,2,2,1,0,0,0.5,0,0,0,0.5,0,0,5,4,1,5,2,2,2,0,1,3,0,0,34,13,3.4-3.69,1,"$80,000 to $89,999",9,7,2,1,0,1,1,0,1,2,None,13,Low resilience,8,Stress-is-Debilitating Mindset,0,Female
Yes,3.0-3.39,"$50,000 to $59,999",4,4,4,2,2,4,3,2,5,4,2,1,2,2,2,1,1,1,1,1,1,0,1,0,0,5,5,3,0,3,0,1,0,0,3,0,0,34,10,3.0-3.39,6,"$50,000 to $59,999",9,8,2,0,1,1,2,0,1,1,5 times,10,Low resilience,8,Stress-is-Debilitating Mindset,5,Female
Yes,2.7-2.99,"$10,000 to $19,999",4,3,5,3,3,4,4,3,3,3,4,3,4,3,3,3,1,1,1,1,1,0,1,1,5,5,2,3,1,5,5,1,3,1,2,2,0,35,20,2.7-2.99,7,"$10,000 to $19,999",18,4,1,3,0,3,1,2,1,3,2 times,20,Normal resilience,14,Neutral/Mixed Mindset,2,Male
Yes,2.7-2.99,"$40,000 to $49,999",3,4,5,3,3,4,3,3,4,4,3,3,3,2,4,3,0,0,1,0,0,0,0,0,5,2,5,4,0,4,5,3,3,0,1,0,0,36,18,2.7-2.99,1,"$40,000 to $49,999",17,6,2,3,1,3,2,0,1,0,None,18,Normal resilience,12,Neutral/Mixed Mindset,0,Female
Yes,3.4-3.69,"$80,000 to $89,999",4,4,5,3,3,4,3,3,3,4,3,2,2,3,2,2,0,0,0,0,0,0,0,0,3,1,1,3,0,4,0,4,3,0,0,5,0,36,14,3.4-3.69,0,"$80,000 to $89,999",14,1,1,2,1,1,1,1,0,1,3 times,14,Normal resilience,8,Stress-is-Debilitating Mindset,3,Female
Yes,3.7-4.0,"$20,000 to $29,999",3,3,3,3,4,2,3,4,3,3,5,3,4,1,4,2,1,1,1,1,1,1,1,1,1,3,2,2,3,4,2,4,2,2,3,1,2,31,19,3.7-4.0,8,"$20,000 to $29,999",14,5,3,1,3,1,3,1,3,2,4 times,19,Normal resilience,17,Neutral/Mixed Mindset,4,Female
No,3.4-3.69,"$100,000 to $149,999",5,4,5,4,5,4,3,5,5,5,5,4,4,4,5,3,0,0,0,0,0,0,0,0,3,4,5,5,1,4,5,5,2,2,3,0,0,45,25,3.4-3.69,0,"$100,000 to $149,999",21,8,2,3,2,3,3,2,2,2,2 times,25,High resilience,19,Neutral/Mixed Mindset,2,Female
Yes,3.7-4.0,"$10,000 to $19,999",4,4,4,3,3,3,3,3,4,3,4,3,2,3,2,2,0,1,0,0.5,0,1,0.5,0,4,1,5,4,0,1,3,3,0,0,3,5,4,34,16,3.7-4.0,3,"$10,000 to $19,999",12,8,1,0,0,3,1,0,1,0,3 times,16,Normal resilience,6,Stress-is-Debilitating Mindset,3,Female
Yes,3.7-4.0,"$20,000 to $29,999",4,3,5,3,3,4,3,3,2,4,3,3,3,3,4,3,0.5,1,0,0,1,0,0,0,5,5,5,4,2,3,5,5,1,0,2,4,0,34,19,3.7-4.0,2.5,"$20,000 to $29,999",20,7,1,1,0,1,0,0,0,1,6-7 times,19,Normal resilience,4,Stress-is-Debilitating Mindset,6,Female
Yes,3.4-3.69,"$30,000 to $39,999",3,4,5,5,3,2,4,4,5,3,5,3,4,1,5,2,1,0,1,1,0,1,0,0.5,3,5,2,2,2,3,5,2,2,3,1,5,0,38,20,3.4-3.69,4.5,"$30,000 to $39,999",17,3,0,1,1,3,1,0,2,1,3 times,20,Normal resilience,9,Stress-is-Debilitating Mindset,3,Male
No,3.4-3.69,"$100,000 to $149,999",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,1,3,5,5,5,1,4,5,1,3,0,0,0,30,17,3.4-3.69,0,"$100,000 to $149,999",18,5,2,2,2,2,2,2,2,2,2 times,17,Normal resilience,16,Neutral/Mixed Mindset,2,Female
No,3.4-3.69,"$250,000 or more",3,3,3,4,4,2,5,4,2,3,5,4,5,4,5,5,0,0,0,0,0,0,0,0,0,2,5,5,3,0,5,5,3,2,3,5,0,33,28,3.4-3.69,0,"$250,000 or more",17,8,1,2,1,1,3,0,2,0,2 times,28,High resilience,10,Stress-is-Debilitating Mindset,2,Female
No,2.7-2.99,"$100,000 to $149,999",3,2,4,5,4,3,3,4,3,2,5,4,3,4,4,4,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,4,0,5,0,33,24,2.7-2.99,0,"$100,000 to $149,999",9,5,3,3,1,3,1,1,3,3,3 times,24,High resilience,18,Neutral/Mixed Mindset,3,Female
No,3.7-4.0,"$150,000 to $249,999",3,3,3,3,3,1,3,4,1,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,4,1,5,5,4,0,3,4,2,2,1,0,0,25,30,3.7-4.0,0,"$150,000 to $249,999",18,6,2,3,2,2,3,2,2,2,5 times,30,High resilience,18,Neutral/Mixed Mindset,5,Female
No,3.4-3.69,"$10,000 to $19,999",3,2,5,3,5,2,5,4,2,1,5,5,5,5,4,5,0,0,0,0,0,0,0,0,3,1,5,3,0,2,5,0,0,2,1,5,0,32,29,3.4-3.69,0,"$10,000 to $19,999",9,6,2,0,4,2,4,3,2,2,3 times,29,High resilience,19,Neutral/Mixed Mindset,3,Female
No,3.7-4.0,"$150,000 to $249,999",4,3,4,4,4,4,4,3,4,4,4,2,3,3,3,4,0,0,0,0,0,0,0,0,3,4,4,4,3,4,5,4,3,3,1,3,3,38,19,3.7-4.0,0,"$150,000 to $249,999",21,5,1,3,1,3,1,3,1,3,5 times,19,Normal resilience,16,Neutral/Mixed Mindset,5,Female
No,2.3-2.69,"$250,000 or more",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,5,1,3,5,0,0,4,5,5,5,0,5,0,30,18,2.3-2.69,0,"$250,000 or more",26,3,0,2,1,0,2,0,2,0,6-7 times,18,Normal resilience,7,Stress-is-Debilitating Mindset,6,Female
No,3.0-3.39,"$250,000 or more",3,3,3,4,3,2,3,3,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,5,5,1,5,3,3,5,4,3,1,3,4,0,28,24,3.0-3.39,0,"$250,000 or more",23,4,3,3,3,3,3,2,3,3,4 times,24,High resilience,23,Stress-is-Enhancing Mindset,4,Female
No,3.7-4.0,"$50,000 to $59,999",4,3,4,3,4,3,3,4,3,3,3,1,4,3,3,2,0,0,0,0,0,0,0,0,3,3,5,3,1,2,4,3,2,1,1,4,1,34,16,3.7-4.0,0,"$50,000 to $59,999",15,6,0,0,0,0,1,0,1,0,2 times,16,Normal resilience,2,Stress-is-Debilitating Mindset,2,Female
No,3.4-3.69,"$250,000 or more",3,2,5,4,2,2,3,4,3,4,5,4,1,3,3,2,0,0,0,0,0,0,0,0,1,3,5,5,3,1,5,5,2,3,2,5,5,32,18,3.4-3.69,0,"$250,000 or more",19,7,2,4,0,4,0,3,1,3,3 times,18,Normal resilience,17,Neutral/Mixed Mindset,3,Female
No,3.4-3.69,"$60,000 to $69,999",5,5,5,3,3,2,4,2,4,5,3,2,2,2,2,3,0,0,1,0,0,0,0,0,1,4,3,4,3,2,5,1,1,1,1,5,0,38,14,3.4-3.69,1,"$60,000 to $69,999",12,4,2,3,0,2,3,0,0,1,1 time,14,Normal resilience,11,Neutral/Mixed Mindset,1,Female
No,3.0-3.39,"$100,000 to $149,999",4,3,4,4,3,3,3,4,3,2,4,3,2,3,2,2,0,0,0,0,0,0,0,0,2,3,5,5,3,1,4,5,1,3,1,5,0,33,16,3.0-3.39,0,"$100,000 to $149,999",19,6,4,2,1,3,3,1,3,2,6-7 times,16,Normal resilience,19,Neutral/Mixed Mindset,6,Female
No,3.0-3.39,"$100,000 to $149,999",4,3,4,4,4,4,4,4,5,5,4,4,4,4,4,4,0,0,0,0,0,0,0,0,2,5,5,5,4,2,3,3,0,3,4,5,0,41,24,3.0-3.39,0,"$100,000 to $149,999",18,9,1,1,1,1,1,1,1,3,None,24,High resilience,10,Stress-is-Debilitating Mindset,0,Female
No,3.4-3.69,"$50,000 to $59,999",3,1,3,3,3,3,3,3,3,3,2,4,3,3,2,4,0,0,0,0,0,0,0,0,0,2,2,5,4,1,2,3,2,1,0,4,0,28,18,3.4-3.69,0,"$50,000 to $59,999",13,2,1,3,3,3,3,3,1,2,1 time,18,Normal resilience,19,Neutral/Mixed Mindset,1,Female
No,3.7-4.0,"$100,000 to $149,999",3,4,4,4,3,3,3,3,3,3,5,3,5,2,4,3,0.5,0,0,0,0,0,0,0,5,2,5,5,3,2,5,4,2,3,1,5,5,33,22,3.7-4.0,0.5,"$100,000 to $149,999",21,6,1,1,1,1,3,1,3,1,5 times,22,High resilience,12,Neutral/Mixed Mindset,5,Female
No,2.3-2.69,"$250,000 or more",3,1,3,5,4,2,4,4,2,1,4,5,3,3,3,4,0,0,0,0,0,0,0,0,2,5,5,2,0,1,4,2,0,1,0,5,5,29,22,2.3-2.69,0,"$250,000 or more",12,5,0,0,0,2,2,0,2,2,6-7 times,22,High resilience,8,Stress-is-Debilitating Mindset,6,Male
Yes,3.7-4.0,"$100,000 to $149,999",3,3,4,3,3,2,2,3,3,3,4,3,3,3,3,5,0,0,0,0,0,0,0,0,2,0,5,5,2,3,0,4,1,0,3,0,0,29,21,3.7-4.0,0,"$100,000 to $149,999",12,8,1,2,0,0,0,0,0,0,5 times,21,Normal resilience,3,Stress-is-Debilitating Mindset,5,Female
No,3.4-3.69,"$150,000 to $249,999",4,3,3,2,4,2,3,3,4,3,5,4,4,4,2,4,0,0,0,0,0,0,0,0,5,4,5,5,5,0,5,4,0,2,0,5,0,31,23,3.4-3.69,0,"$150,000 to $249,999",20,5,0,4,0,0,0,0,0,0,2 times,23,High resilience,4,Stress-is-Debilitating Mindset,2,Male
No,3.0-3.39,"$250,000 or more",3,3,3,4,4,1,5,4,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,3,5,5,3,0,5,5,1,2,0,0,0,31,18,3.0-3.39,0,"$250,000 or more",17,5,1,3,1,4,0,0,0,1,6-7 times,18,Normal resilience,10,Stress-is-Debilitating Mindset,6,Male
No,Not applicable,"$250,000 or more",1,5,1,3,4,4,3,3,4,3,5,3,5,4,5,1,0,0,0,0,0,0,0,0,0,1,5,3,5,0,2,5,0,3,0,5,5,31,23,NA,0,"$250,000 or more",12,5,0,4,0,4,0,4,0,0,4 times,23,High resilience,12,Neutral/Mixed Mindset,4,Female
Yes,3.4-3.69,"$90,000 to $99,999",5,4,3,2,3,4,3,2,5,2,3,3,3,3,3,3,0,1,1,0,0,0,0,0,4,5,5,5,3,3,5,0,3,2,3,0,0,33,18,3.4-3.69,2,"$90,000 to $99,999",19,8,0,1,0,1,1,0,0,0,4 times,18,Normal resilience,3,Stress-is-Debilitating Mindset,4,Female
No,3.4-3.69,"$100,000 to $149,999",3,3,3,4,3,2,4,4,2,2,4,4,3,4,3,3,0,0,0,0,0,0,0,0,2,2,5,4,1,1,5,3,1,3,3,5,2,30,21,3.4-3.69,0,"$100,000 to $149,999",15,8,2,2,1,1,1,2,2,2,3 times,21,Normal resilience,13,Neutral/Mixed Mindset,3,Female
No,3.0-3.39,"$150,000 to $249,999",2,3,2,5,4,3,3,3,3,3,5,5,5,3,4,3,0,0,0,0,0,0.5,0,0,2,4,5,5,2,5,5,5,1,1,1,0,0,31,25,3.0-3.39,0.5,"$150,000 to $249,999",18,6,3,3,2,1,3,0,2,2,1 time,25,High resilience,16,Neutral/Mixed Mindset,1,Female
